foodcourt,restaurant,restaurantmenuitem,accuracy_deepar_multi,accuracy_deepar_uni
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d901,0.857142857,0.668331333
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,0.857142857,0.476190476
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,0.857142857,0.775423938
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,0.857142857,0.818367347
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,0.857142857,0.607575758
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,0.857142857,0.699356044
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,0.857142857,0.285714286
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,0.857142857,0.501008772
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,0.857142857,0.714285714
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,0.857142857,0.754906391
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,0.857142857,0.794682078
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,0.857142857,0.285714286
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,0.853174603,0.412698413
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,0.853148203,0.696290637
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,0.853004535,0.799420024
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,0.852437702,0.862786869
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,0.851162999,0.661904762
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,0.851133787,0.826501035
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,0.849436082,0.830583364
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,0.848067342,0.793650794
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,0.846665515,0.895604396
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,0.846381705,0.807854194
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2522,0.845882979,0.538961039
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df252a,0.845310876,0.938722885
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2531,0.845027725,0.857142857
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2533,0.844992956,0.672000514
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2539,0.842006803,0.714285714
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2572,0.840909091,0.857142857
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df257b,0.840526141,0.714285714
61e39f4b2acc405ba5c12202,6281f1916d5a3f5e1dbdacc6,64f303bab0bed60017df2942,0.840136054,0.75
61e39f4b2acc405ba5c12202,647f1644918a55001b5b078e,649bf4cfc81c800017972b25,0.839734075,0.857142857
61e39f4b2acc405ba5c12202,64d320aeccff09001c48b8d4,64d3224c30769e001b1c4adb,0.839285714,0.857142857
61e39f4b2acc405ba5c12202,64d320aeccff09001c48b8d4,64d3229d30769e001b1c4ae3,0.83877551,0.714285714
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da33,0.837219485,0.776413451
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da34,0.837212193,0.457142857
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da3a,0.836843712,0.795176832
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da3c,0.836734694,0.827056277
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da4e,0.83660189,0.949134742
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da5f,0.834060838,0.714285714
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21da84,0.834048491,0.822239665
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21da85,0.833333333,0.82151975
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21dab1,0.833333333,0.894205794
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21daf2,0.832241499,0.747419378
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21db01,0.831247132,0.666666667
620c8839d1702023497f3e64,62f3a2a3774ee25860417561,64f1cb2f72d7ad0011e20074,0.8289409,0.821428571
620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6bb,0.828571429,0.307142857
620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6bd,0.828205128,0.361904762
620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6e3,0.827474871,0.758928571
620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7ba1cdf9001b15d702,0.825820287,0.470238095
620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c843e,0.825427566,0.453061224
620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c8440,0.825336067,0.457142857
620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c8442,0.824125874,0.719387755
62122c7a86769559bcb3861c,62135a351be0863ab89a67c5,6451f4a5903ab40017049d9d,0.823275265,0.817460317
62122c7a86769559bcb3861c,62135a351be0863ab89a67c5,6451f4a5903ab40017049da7,0.823129252,0.892857143
62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bbc,0.822485055,0.904761905
62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bbe,0.821794284,0.793647177
62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bc2,0.821630575,0.704212454
62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bc6,0.821428571,0.658161213
62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c057b196c00173b7bcc,0.821428571,0.603896104
62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c057b196c00173b7bce,0.820634921,0.697619048
62122c7a86769559bcb3861c,63c64c1d4ebc2200177071bf,63c64ee632e68a001bf81d1f,0.819047619,0.857142857
62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577f91,0.818426311,0.553571429
62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577f92,0.818357883,0.683919022
62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577fa3,0.817803556,0.738363767
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576130,0.817569438,0.703137153
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576133,0.817120181,0.456942356
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576149,0.816738817,0.714285714
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576150,0.816666667,0.714285714
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576160,0.816017316,0.417293233
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576167,0.81547619,0.79527417
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c001857616a,0.814737737,0.595238095
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,653650ca49e84f001b97d04f,0.814718615,0.745098039
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6300,0.814285714,0.618679193
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6301,0.814039182,0.714285714
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6302,0.813930118,0.347826087
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6304,0.813393015,0.42657744
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6306,0.812698413,0.285714286
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6307,0.811791383,0.285714286
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f630b,0.810595777,0.635610766
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6315,0.810526912,0.714285714
621243047b7da3595490b804,6218a79d7fc9d120059d1fee,655da001700de30017e14c29,0.810362554,0.857142857
621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777d9,0.81031746,0.472218282
621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777dd,0.810050509,0.622077922
621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777e7,0.809929356,0.524156878
621243047b7da3595490b804,63c64c1d4ebc2200177071bf,65bb489bac99d00017770c12,0.80952381,0.857142857
621243047b7da3595490b804,647edb7b42050e001bbab8ab,6577e41ed41b77001b59548e,0.809401392,0.857142857
621243047b7da3595490b804,647edb7b42050e001bbab8ab,6577e4b2a788f1001baf4036,0.809366824,0.857142857
623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a57780ed20017ce666c,0.808260154,0.787508609
623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a57780ed20017ce6675,0.807823129,0.767857143
623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce667b,0.80670858,0.571428571
623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce667d,0.805975537,0.419294991
623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce6681,0.805143438,0.714285714
623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce6692,0.80499623,0.701726845
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac07d16f40017a20b05,0.804761905,0.571428571
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac17d16f40017a20b34,0.80217329,0.714285714
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac17d16f40017a20b46,0.798659504,0.571428571
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20b93,0.798469388,0.857142857
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c20,0.797911892,0.868421053
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c21,0.797893773,0.571428571
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c2f,0.797752952,0.879849774
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c36,0.797108844,0.857142857
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c4e,0.796245421,0.74512605
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,64d32f68fa462b001bb56931,0.795483683,0.714285714
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,65b0ad29e341a6001c313a92,0.795040757,0.965986395
6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,65b0ad4be341a6001c313a97,0.793772894,0.857142857
6244862d067f3538a2b7c517,65683b172a1ed1001bcdbadc,65719187df6df0001bf78f41,0.793079557,0.721428571
6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b4d,0.792207792,0.588435374
6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b51,0.791412563,0.654220779
6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b57,0.791216487,0.592857143
6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b58,0.790591272,0.428571429
6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,652d44d3e6bb3d001b821f83,0.790306122,0.321428571
62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a217d,0.78968254,0.905086245
62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a2188,0.789436886,0.763274028
62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a2189,0.789127539,0.571428571
62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,64803030877a33001890ed1b,0.789115646,0.835057205
62720dcd1410b643ccc5eaf0,63c64c1d4ebc2200177071bf,657148795af550001b4fc6d0,0.788657771,0.857142857
62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71673,0.788435374,0.855442177
62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71677,0.788220197,0.758445258
62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71685,0.787619048,0.755237246
62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71687,0.787493729,0.779869221
62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716ad,0.787414966,0.512445887
62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716b6,0.786522673,0.857142857
62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716bf,0.786497629,0.706130179
62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1bad22410017686d80,0.78598783,0.728571429
62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1cad22410017686dd4,0.785714286,0.722959184
62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1cad22410017686dd5,0.785714286,0.766156463
62720dcd1410b643ccc5eaf0,64eca95e15331c001857629b,65717d8b187602001bd26641,0.785558668,0.857142857
62720dcd1410b643ccc5eaf0,659e78e5b1bc68001a7d2e9b,659e7ccc287ad900177e80d5,0.785352853,0.857142857
6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d1d9dbf9001bbe215f,0.784970454,0.820355835
6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d2d9dbf9001bbe2166,0.784392116,0.760204082
6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d2d9dbf9001bbe216b,0.783643892,0.735714286
6272117f6ea9037357d4559e,657d7144aa5e7f001b51ce2c,657d9e73fe9d76001b79e289,0.783188062,0.718704906
627655b12847414390c38539,627657c07c5ace40b0feb1f1,6487069e6cbc55001b8b25d8,0.782393913,0.595238095
627655b12847414390c38539,627e298afb8ac9627e84dea4,64a7c7f2c1ee61001be26804,0.782354904,0.85021645
627655b12847414390c38539,627e298afb8ac9627e84dea4,64a7c8ddc1ee61001be26807,0.781789639,0.676870748
628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb2903ab400170493b2,0.781593407,0.477398277
628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb2903ab400170493c1,0.779328297,0.737644618
628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb3903ab400170493c5,0.779277865,0.513605442
628f0b429f179d6efab94aa1,647edb7b42050e001bbab8ab,6577e4b2a788f1001baf4036,0.778571429,0.857142857
62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9bd8312fd001b55361d,0.778061224,0.826388513
62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9bd8312fd001b553620,0.777777778,0.763321995
62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9be8312fd001b553624,0.776042639,0.404761905
62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9be8312fd001b55362e,0.775917576,0.642857143
62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,65116cab586472001ba64b67,0.775745683,0.779771714
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac049b,0.775140977,0.777142857
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04ba,0.775,0.857142857
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04be,0.773809524,0.890977444
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04cd,0.773809524,0.746835443
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6f0094fec001bac04f2,0.773376623,0.624892964
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6f0094fec001bac0520,0.772975857,0.493197279
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589c8,0.772854916,0.714285714
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589c9,0.771695217,0.908571429
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589cc,0.771428571,0.896825397
62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589cd,0.771428571,0.76
62ab274c37a09133c235e6b9,62bed49820c9436f96544a9c,65116bb562be9e001714dfa5,0.771029281,0.448979592
62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27736a,0.770643642,0.523526077
62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b277376,0.770495399,0.285714286
62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b277382,0.770408163,0.76928035
62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27738f,0.76996337,0.774486304
62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27739b,0.769202226,0.732142857
62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,657153d9df6df0001bf78ebc,0.767399267,0.610296149
62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,657154185863b2001be4d6cd,0.767346939,0.736851658
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771bf,0.767219708,0.756802721
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771cc,0.767202186,0.504195011
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771cd,0.766386555,0.291925466
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771d3,0.765759637,0.534275344
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277246,0.765714286,0.742399354
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277248,0.765512266,0.806493506
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b27724d,0.76482684,0.306122449
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277251,0.764208247,0.735300894
62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277252,0.763380407,0.825944171
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22c8,0.762722935,0.763192746
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22d8,0.762605042,0.627396413
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22d9,0.761942602,0.408163265
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22db,0.761904762,0.635064935
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22e7,0.761904762,0.624534272
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22e8,0.761904762,0.822671006
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22ea,0.761734694,0.69047619
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22eb,0.759549974,0.285714286
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22f6,0.759386673,0.70952381
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22f7,0.758928571,0.54047619
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22fa,0.758694247,0.676085819
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d2308,0.75862069,0.511752137
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d4437b5ae2001b6d23c0,0.758503401,0.857882283
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64ff1f9eed8291001bfed939,0.758367347,0.900728469
62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,65793dcb189f58001b4f211f,0.758333333,0.285714286
62ab27fd5462b534a4d05ee9,646b0cb7533c540016cee353,64f69c146bbeed001b00c8bd,0.757714286,0.754234001
62ab27fd5462b534a4d05ee9,646b0cb7533c540016cee353,64ff233a8ed398001b84dc15,0.757533944,0.799668247
62ab27fd5462b534a4d05ee9,6481d37d69e0ee001b932f4d,64ff22a297d3d9001799eccc,0.757142857,0.285714286
62ad73fdb3ece857aa492b60,62ad77d1da7471469bbb06f9,6491335a42773e0011b139a6,0.756802721,0.923972186
62ad73fdb3ece857aa492b60,62ad77d1da7471469bbb06f9,64913373d7ffb50011079889,0.756493506,0.690844759
62ad73fdb3ece857aa492b60,62ad784b838fe856dbfd52c0,62e8d0d290588f12dde35b41,0.755952381,0.892857143
62ad73fdb3ece857aa492b60,62ad79d6da7471469bbb06ff,62b2a86b637a43142e46c287,0.755639098,0.490450726
62ad73fdb3ece857aa492b60,62ad79d6da7471469bbb06ff,62b2ad86b2f6df16b50e4dbd,0.755349412,0.520408163
